sortimento;layout;conforto;preço;reposição;desconto;limpeza;atendimento
6,07;6,61;5,99;4,11;4,62;5,59;5,36;1,17
5,89;6,11;5,93;4,28;4,78;5,79;5,79;3,51
5,36;5,24;5,92;3,96;4,58;5,15;5,4;1,02
6,02;6,65;6,02;4,63;4,5;6,35;5,47;2,05
6,2;6,93;6,44;5,07;4,56;7;5,85;1,61
5,56;5,61;6,12;4,45;4,61;6,07;5,15;1,75
7,38;8,48;8,14;5,31;5,38;6,32;7,25;2,34
5,75;5,74;6,22;4;4,87;5,17;5,23;0,73
5,51;5,56;6,29;4,68;4,55;6,61;5,36;2,19
5,24;5,07;6,19;3,84;4,5;4,88;5,22;1,46
6,11;6,54;6,05;4,45;4,78;6,42;5,38;2,63
5,75;6,06;5,86;4,22;4,53;5,68;5,23;1,31
5,6;5,45;6,54;4,38;4,85;6,2;5,89;1,02
6,52;7,32;6,55;4,97;4,82;6,78;6,3;3,66
5,62;5,69;6,05;4,2;4,65;5,69;5,67;0,29
5,86;6,03;6,17;4,42;4,78;5,88;6,15;1,61
5,62;5,85;6,04;4,19;4,5;5,79;5,11;0,58
6,74;7,49;7,48;5,44;5,08;7,2;7,11;1,61
5,62;5,68;6,39;4,66;4,66;6,5;5,42;0,73
5,67;5,83;6,21;4,72;4,61;6,64;5,79;3,8
6,52;7,43;6,74;4,88;4,72;6,57;6,48;1,46
5,51;5,61;6,47;4,42;4,51;5,81;5,8;1,9
7,04;7,65;8,54;5,26;5,53;7,16;8,04;1,9
5,67;5,91;5,89;3,89;4,53;5,24;5,04;0,87
5,63;5,73;6,2;4,28;4,64;5,81;5,86;0,43
6,68;6,81;6,73;3,53;5,65;4,62;6,19;0,73
5,46;5,45;6,36;4,75;4,57;6,69;5,97;3,66
6,15;6,73;6,12;4,81;4,68;6,64;5,73;3,36
6,1;6,75;6;4,13;4,55;5,42;5,91;0,43
6,04;6,68;5,91;4,85;4,5;6,46;5,4;0,29
6,84;6,74;7,45;3,28;6,04;4,32;6,98;2,78
5,8;6,19;5,87;4,06;4,51;5,29;4,93;0,58
6,03;5,61;6,34;3,63;5,55;5,54;6,11;2,92
5,68;5,99;5,95;4,54;4,48;5,91;5,33;0,87
5,85;6,04;5,94;4,15;4,77;5,7;5,94;2,05
5,83;6,15;6,44;4,63;4,61;6,41;5,98;1,9
5,56;5,69;5,89;4,21;4,53;5,68;5,08;1,46
6,53;6,21;6,52;2,71;5,94;3,84;6,5;0,58
6,27;6,11;6,56;3,47;5,52;5,31;6,03;1,75
5,95;6,53;5,93;4,73;4,47;6,44;5,77;4,1
5,92;5,89;6,69;4,11;5,05;5,91;6,01;0,87
6,31;6,54;6,81;4,89;5,17;6,87;6,18;5,27
5,32;5,26;5,87;3,58;4,47;4,74;5,44;0,29
6,88;8,27;7,64;5,83;4,59;7,07;7,59;0,58
5,67;5,95;6,08;4,49;4,49;5,78;5,24;1,02
5,7;4,91;5,96;2,73;5,59;4,46;5,43;0,29
5,42;5,41;6,02;4,48;4,52;6,44;5,66;0,29
5,25;5;5,89;3,61;4,59;4,8;5,31;0,29
5,31;5,18;6,25;3,91;4,55;5,24;5,69;0,43
5,9;6,4;6,17;4,8;4,5;6,18;5,36;2,78
5,21;4,87;5,96;3,81;4,65;5,69;5,53;1,61
5,42;5,42;5,98;4,6;4,51;6,47;5,92;0,87
5,72;5,64;6,13;3,72;4,89;5,49;5,34;0,43
6,89;6,86;7,51;3,83;6,03;5,6;6,84;2,34
5,73;5,98;5,99;4,25;4,58;6,17;5,67;1,17
6,47;6,51;5,96;3,52;5,52;5,48;5,94;0,43
5,7;6;6,19;4,37;4,49;5,38;5,6;0,58
5,78;5,78;5,94;4,13;4,88;6,03;5,92;0,29
5,43;5,44;6,14;4,29;4,52;5,37;6,13;2,63
5,6;5,79;6,25;4,43;4,5;5,91;5,54;0,43
6,18;6,43;6,07;3,38;5,02;4,5;5,79;0,29
6,02;6,44;6,03;4,41;4,69;5,85;5,82;1,75
6,67;6,71;6,5;3,57;5,72;5,17;5,71;0,87
5,91;5,98;6,1;3,75;4,94;5,14;5,76;2,78
6,89;7;6,6;3,16;5,87;4,37;5,91;2,05
5,91;5,85;6,15;3,83;5,08;5,82;5,97;1,02
5,47;5,47;6,13;4,57;4,56;6,06;5,5;2,19
6,32;6,73;6,58;4,13;5,01;5,35;6,17;1,02
6,05;6,23;7,05;4,57;4,98;6,27;6,8;1,46
6,09;6,4;6,23;4,06;4,89;5,12;6,23;0,73
5,23;4,95;6;4,15;4,6;5,45;5,13;2,34
5,37;5,14;6,08;3,58;4,69;4,69;5,61;0,58
6,47;7,2;6,95;4,94;4,84;6,73;6,82;2,49
6,04;6,6;6,24;4,55;4,59;5,66;5,55;0,29
5,8;6,12;5,91;4,02;4,57;5,36;5,24;1,31
6,1;5,85;6,61;3,63;5,46;4,95;5,98;2,78
5,62;5,84;6,01;3,9;4,51;5,22;5,39;0,43
6,62;7,03;6,85;4,17;5,31;5,59;6,34;2,34
6,2;6,92;6,23;4,34;4,58;5,62;6,07;1,31
5,98;6,07;6,49;4,04;4,98;5,18;5,87;1,46
6,4;6,83;6,18;4,4;5,08;6,31;5,71;2,05
5,15;4,85;6,01;3,72;4,56;4,96;5,3;2,19
5,61;5,62;6,31;3,91;4,69;5,34;5,56;1,17
8,38;8,37;8,45;2,83;7,5;4,18;7,72;1,61
5,98;6,34;5,92;4,11;4,73;6,03;5,21;0,29
6,12;6,81;6,3;4,76;4,54;6,56;6,11;1,46
5,29;5,18;6;4,47;4,5;6,39;5,98;0,43
5,68;5,63;6,18;3,93;4,83;5,54;5,69;2,78
5,43;5,44;5,93;4,72;4,52;6,72;5,74;2,63
5,81;5,97;6,01;4,02;4,75;5,43;5,49;4,83
5,95;6,04;5,92;3,47;4,97;4,85;5,28;1,02
5,17;4,89;5,89;3,56;4,54;4,89;5,29;1,17
6,13;6,67;5,93;4,36;4,69;5,6;5,8;0,43
5,73;6,04;6,14;4,43;4,53;6,08;5,37;1,17
5,58;5,6;6,02;3,97;4,66;5,54;5,19;1,17
5,8;5,78;6,31;4,03;4,92;5,42;5,72;1,31
5,53;5,56;6,01;4,16;4,6;5,72;5,58;1,31
6,12;6,83;6,3;4,54;4,51;5,59;5,78;1,75
5,19;4,95;6,09;4,23;4,52;5,72;5,5;0,29
5,45;5,46;5,98;4,27;4,54;5,89;5,64;1,02
5,79;6,12;6,01;4,36;4,56;5,95;5,81;1,61
5,49;5,37;6,57;3,99;4,71;5,42;6,08;1,75
5,49;5,59;6,25;4,48;4,5;5,93;6,16;0,87
6,35;6,79;6,7;4,6;5,01;6,15;6,48;1,61
5,5;5,59;6,11;4,73;4,51;6,64;5,35;0,73
5,86;6,27;6;4,43;4,56;5,61;5,57;1,46
5,8;5,96;6,07;3,87;4,74;5,12;5,23;2,19
6,22;6,43;6,24;3,75;5,11;4,95;5,4;1,75
6,93;7,81;7,62;4,91;5,15;6,24;7,44;2,34
5,71;5,99;6,01;4,21;4,53;5,29;5,92;2,34
5,68;5,78;6,54;4,01;4,67;5,1;5,65;0,87
5,96;6,44;5,98;4,19;4,59;5,54;5,66;0,87
5,2;4,9;6,1;3,58;4,59;4,85;5,17;1,31
5,91;6,43;5,86;4,65;4,48;6,64;4,98;0,43
6,26;6,87;6,2;3,96;4,76;4,98;5,21;1,02
5,64;5,81;6,49;4,77;4,56;6,52;5,68;0,43
5,31;5,18;5,89;4,12;4,55;5,84;4,93;1,61
5,38;5,37;6,01;4,29;4,49;5,85;5,61;0,87
6,57;7,52;6,93;4,66;4,72;5,67;6,2;0,58
5,95;6,49;6,01;4,62;4,51;6,28;5,56;0,29
5,97;6,5;6,31;4,61;4,54;6,19;5,92;2,78
5,58;5,75;5,97;4,22;4,5;5,81;5,26;0,43
6,08;6,62;6,55;4,91;4,65;6,3;6,25;1,75
6,02;6,32;6,53;4,24;4,83;6,06;6,28;1,02
5,92;6,28;5,95;4,45;4,65;6,3;4,98;0,87
6,31;6,71;5,97;4,19;5;5,88;5,64;0,43
6,55;7,43;6,74;5,48;4,76;7,43;6,5;2,05
6,05;6,72;6,01;4,67;4,47;6,5;5,72;1,02
7,56;7,76;7,19;3,14;6,45;4,24;6,42;1,46
6,48;7;6,6;4,8;5,06;6,58;5,63;4,1
6,51;7,16;6,7;4,57;4,96;6,03;5,78;0,43
5,16;4,89;5,98;3,93;4,53;5,26;5,52;2,49
5,56;5,67;6,15;4,25;4,55;5,97;5,29;0,87
6,12;6,39;6,47;4,37;4,96;6,04;6,33;3,51
